focus,product_name,product_one_liner,description,product_url,keywords,id
Data Engineering,Delta Live Tables,Reliable Data Pipelines made easy,"Reliable data pipelines made easy
Delta Live Tables (DLT) is a declarative ETL framework for the Databricks Data Intelligence Platform that helps data teams simplify streaming and batch ETL cost-effectively. Simply define the transformations to perform on your data and let DLT pipelines automatically manage task orchestration, cluster management, monitoring, data quality and error handling.

Efficient data ingestion:
Building production-ready ETL pipelines begins with ingestion. DLT powers easy, efficient ingestion for your entire team — from data engineers and Python developers to data scientists and SQL analysts. With DLT, load data from any data source supported by Apache Spark™ on Databricks. 
Use Auto Loader and streaming tables to incrementally land data into the Bronze layer for DLT pipelines or Databricks SQL queries
Ingest from cloud storage, message buses and external systems
Use change data capture (CDC) in DLT to update tables based on changes in source data

Intelligent, cost-effective data transformation
From just a few lines of code, DLT determines the most efficient way to build and execute your streaming or batch data pipelines, optimizing for price/performance (nearly 4x Databricks baseline) while minimizing complexity.
Instantly implement a streamlined medallion architecture with streaming tables and materialized views
Optimize data quality for maximum business value with features like expectations
Refresh pipelines in continuous or triggered mode to fit your data freshness needs

Simple pipeline setup and maintenance:
DLT pipelines simplify ETL development by automating away virtually all the inherent operational complexity. With DLT pipelines, engineers can focus on delivering high-quality data rather than operating and maintaining pipelines. DLT automatically handles:
Task orchestration
CI/CD and version control
Autoscaling compute infrastructure for cost savings
Monitoring via metrics in the event log
Error handling and failure recovery

Next-gen stream processing engine:
Spark Structured Streaming is the core technology that unlocks streaming DLT pipelines, providing a unified API for batch and stream processing. DLT pipelines leverage the inherent subsecond latency of Spark Structured Streaming, and record-breaking price/performance. Although you can manually build your own performant streaming pipelines with Spark Structured Streaming, DLT pipelines may provide faster time to value, better ongoing development velocity, and lower TCO because of the operational overhead they automatically manage.

Unified data governance and storage:
Running DLT pipelines on Databricks means you benefit from the foundational components of the Data Intelligence Platform built on lakehouse architecture — Unity Catalog and Delta Lake. Your raw data is optimized with Delta Lake, the only open source storage framework designed from the ground up for both streaming and batch data. Unity Catalog gives you fine-grained, integrated governance for all your data and AI assets with one consistent model to discover, access and share data across clouds. Unity Catalog also provides native support for Delta Sharing, the industry’s first open protocol for simple and secure data sharing with other organizations.

DLT pipelines are made of the two fundamental building blocks of Streaming Tables and Materialized Views. They are built on the reliable standards of Delta Tables and Spark Structured Streaming. 
ETL workloads are the foundation of analytics and AI initiatives and typically account for 50% or more of an organization’s overall data costs. The rapid rise of LLMs and other AI applications is forcing companies to take a closer look at how to scale in a cost-efficient manner. Customers overwhelmingly report significant return on their investment in DLT for several reasons: 

Inherent cost-effectiveness of Delta Lake with a purpose-built storage format for batch and streaming data
Intelligent and efficient serverless autoscaling designed to handle all ETL workloads and minimize compute cost
Significantly reduced overhead due to minimal time and effort required for pipeline creation, management and data team synchronization
Operational efficiencies like automatic performance optimization, automatic recovery on failure, automatic data quality testing, out-of-the-box monitoring and observability










",https://www.databricks.com/product/delta-live-tables,"Data pipelines, Data Engineering, automated quality checks, monitoring, production-ready pipelines, ETL, data governance, lineage tracking",24
Data Engineering,Databricks Workflows,"Unified orchestration for data, analytics and AI on the Data Intelligence Platform","Unified orchestration for data, analytics and AI on the Data Intelligence Platform. Databricks Workflows is a managed orchestration service, fully integrated with the Databricks Data Intelligence Platform. Workflows lets you easily define, manage and monitor multitask workflows for ETL, analytics and machine learning pipelines. With a wide range of supported task types, deep observability capabilities and high reliability, your data teams are empowered to better automate and orchestrate any pipeline and become more productive.

1. Simple Authoring: Whether you’re a data engineer, a data analyst or a data scientist, easily define workflows with just a few clicks or use your favorite IDE.
2. Actionable Insights: Get full visibility into each task running in every workflow and get notified immediately on issues that require troubleshooting.
3. Proven Reliability: Having a fully managed orchestration service means having the peace of mind that your production workflows are up and running. With 99.95% uptime, Databricks Workflows is trusted by thousands of organizations.

How it works:
1. Unified with the Databricks Data Intelligence Platform: Unlike external orchestration tools, Databricks Workflows is fully integrated with the Databricks Data Intelligence Platform. This means you get native workflow authoring in your workspace and the ability to automate any platform capability including Delta Live Tables pipelines, Databricks notebooks and Databricks SQL queries. With Unity Catalog, you get automated data lineage for every workflow so you stay in control of all your data assets across the organization.  
2. Reliability at scale: Every day, thousands of organizations trust Databricks Workflows to run millions of production workloads across AWS, Azure and GCP with 99.95% uptime. Having a fully managed orchestration tool built into the Data Intelligence Platform means you don’t need to maintain, update or troubleshoot another separate tool for orchestration.
3. Deep monitoring and observability: Full integration with the Data Intelligence Platform means Databricks Workflows provides you with better observability than any external orchestration tool. Stay in control by getting a full view of every workflow run and set notifications for failures to alert your team via email, Slack, PagerDuty or a custom webhook so you can get ahead of issues quickly and troubleshoot before data consumers are impacted.
4. Batch and streaming: Databricks Workflows provides you with a single solution to orchestrate tasks in any scenario on the Data Intelligence Platform. Use a scheduled workflow run for recurring jobs that do batch ingestion on preset times or implement real-time data pipelines that run continuously. You can also set a workflow to run when new data is made available using file arrival triggers.
5. Efficient compute: Orchestrating with Databricks Workflows gives you better price/performance for your automated, production workloads. Get significant cost savings when utilizing automated job clusters that have a lower cost and are only running when a job is scheduled so you don’t pay for unused resources. In addition, shared job clusters let you reuse compute resources for multiple tasks so you can optimize resource utilization.
6. Seamless user experience: Define workflows in your preferred environment — easily create workflows right in the Databricks workspace UI or using your favorite IDE. Define tasks that use a version-controlled notebook in a Databricks Repo or in a remote Git repository and adhere to DevOps best practices such as CI/CD.

Databricks Workflows provides seamless integration with leading industry partners to provide you the flexibility to define workflows that meet your needs with your data solution of choice.
Databricks Workflows provides a wide range of task types including notebooks, JAR files, Python scripts, Databricks SQL queries and dashboards, Delta Live Tables pipelines, dbt tasks and more. 
Creating a workflow in Databricks is an easy process that only takes a few minutes. The fastest way to create your first workflow is to create a workflow that runs a Databricks notebook on a schedule. 
",https://www.databricks.com/product/workflows,"Orchestration, automation, task scheduling, fault recovery, event-driven pipelines, ETL processes, job dependencies",25
Data Engineering,Databricks Lakeflow,"Low code ingestion, transformation and orchestration for end to end data pipelines","A unified solution for data pipeline orchestration and governance, offering serverless compute for ingestion and transformation tasks.",https://docs.databricks.com/en/ingestion/lakeflow-connect/index.html,"Data pipelines, orchestration, serverless compute, data freshness, real-time ingestion, transformation workflows",26
Data Engineering,Databricks AutoLoader,One click event driven ingestions,A managed event driven solution to ingesting new data assets with inbuilt checkpoint and fault tolerance,https://docs.databricks.com/en/ingestion/cloud-object-storage/auto-loader/index.html,"Data pipelines, event driven ingestion, checkpointing",27
Data Engineering,Databricks AI Assistant,Build data and AI projects faster with AI,"Build data and AI projects faster with AI
Databricks Assistant lets you query data through a conversational interface, making you more productive inside Databricks. The Assistant is powered by the Databricks Intelligence Platform, helping to ensure your data is secured and your responses are accurate and personalized to you. Describe your task in natural language and let the Assistant generate SQL queries, explain complex code and automatically fix errors.

Generate SQL or Python code:
""Databricks Assistant is natively integrated into each of the editing surfaces in Databricks. Depending on the editing surface (Notebooks, SQL editor or file editor), it will return the relevant SQL query or Python code. It can help you accelerate projects by writing boilerplate code or providing initial code for you to start with. You can then run the code, copy it or add it into a new cell for further development.""

Explain code or queries:
""Databricks Assistant can describe complex pieces of code or queries in clear, concise language. It can help you better understand certain projects you may be unfamiliar with to ramp up faster.""

Fix issues:
""Databricks Assistant can identify errors in your code and recommend fixes. When you encounter issues like syntax errors, the Assistant will explain the problem and create a code snippet with a proposed fix. You can add the modified code directly into your editor and rerun it.""

Get contextual responses, personalized for you""
""Databricks Assistant is powered by the Databricks Intelligence Engine, which uses signals across your entire Databricks environment to provide highly relevant results. Databricks Intelligent Engine gives the Assistant knowledge of your popular tables, schemas, comments and tags managed in Unity Catalog. It also uses context from your notebook code cells and libraries to map your natural language questions into accurate queries and code. ""

",https://www.databricks.com/product/databricks-assistant,"copilot, context aware, data intelligence",28
Data Engineering,Databricks Lakehouse Federation,Access your data where it lives,"Lakehouse Federation is the query federation platform for Databricks. The term query federation describes a collection of features that enable users and systems to run queries against multiple data sources without needing to migrate all data to a unified system.

Databricks uses Unity Catalog to manage query federation. You configure read-only connections to popular database solutions using drivers that are included on pro SQL warehouses, serverless SQL warehouses, and Databricks Runtime clusters. Unity Catalog’s data governance and data lineage tools ensure that data access is managed and audited for all federated queries made by the users in your Databricks workspaces.  The lakehouse emphasizes central storage of data to reduce data redundancy and isolation. Your organization might have numerous data systems in production, and you might want to query data in connected systems for a number of reasons:

Ad hoc reporting.

Proof-of-concept work.

The exploratory phase of new ETL pipelines or reports.

Supporting workloads during incremental migration.

In each of these scenarios, query federation gets you to insights faster, because you can query the data in place and avoid complex and time-consuming ETL processing.

Lakehouse Federation is meant for use cases when:

You don’t want to ingest data into Databricks.

You want your queries to take advantage of compute in the external database system.

You want the advantages of Unity Catalog interfaces and data governance, including fine-grained access control, data lineage, and search.",https://docs.databricks.com/en/query-federation/index.html,"federation, virtualization",29
Data Engineering,Unity Catalog - Iceberg Rest Catalog,True Iceberg rest catalog for interoperability,"Use the Iceberg REST catalog to read Unity Catalog-registered tables on Databricks from supported Iceberg clients, including Apache Spark, Apache Flink, Trino, and Snowflake.
Unity Catalog provides a read-only implementation of the Iceberg REST catalog API for tables with Iceberg reads enabled.",https://docs.databricks.com/en/external-access/iceberg.html,"iceberg rest catalog, interoperability",30
DevOps,Databricks Asset Bundles,Seamless integration to DevOps,"Databricks Asset Bundles (DABs) are a tool to facilitate the adoption of software engineering best practices, including source control, code review, testing, and continuous integration and delivery (CI/CD), for your data and AI projects. Bundles make it possible to describe Databricks resources such as jobs, pipelines, and notebooks as source files. These source files provide an end-to-end definition of a project, including how it should be structured, tested, and deployed, which makes it easier to collaborate on projects during active development.

Bundles provide a way to include metadata alongside your project’s source files. When you deploy a project using bundles, this metadata is used to provision infrastructure and other resources. Your project’s collection of source files and metadata is then deployed as a single bundle to your target environment. A bundle includes the following parts:

Required cloud infrastructure and workspace configurations

Source files, such as notebooks and Python files, that include the business logic

Definitions and settings for Databricks resources, such as Databricks jobs, Delta Live Tables pipelines, Model Serving endpoints, MLflow Experiments, and MLflow registered models

Unit tests and integration tests",https://docs.databricks.com/en/dev-tools/bundles/index.html,"devops, cicd, devsecops,mlops",31
Data Science,Data Science,Collaborative data science at scale,"Streamline the end-to-end data science workflow — from data prep to modeling to sharing insights — with a collaborative and unified data science environment built on an open lakehouse foundation. Get quick access to clean and reliable data, preconfigured compute resources, IDE integration, multi-language support, and built-in advanced visualization tools for maximum flexibility for data analytics teams.

Collaboration across the entire data science workflow: ""Write code in Python, R, Scala and SQL, explore data with interactive visualizations and discover new insights with Databricks Notebooks. Confidently and securely share code with coauthoring, commenting, automatic versioning, Git integrations, and role-based access controls.""
Focus on the data science, not the infrastructure: ""You don’t have to be limited by how much data fits on your laptop anymore or how much compute is available to you. Quickly migrate your local environment to the cloud and connect notebooks to your own personal compute and auto-managed clusters.""
Use your favorite local IDE with scalable compute: ""The choice of an IDE is very personal and affects productivity significantly. Connect your favorite IDE to Databricks, so that you can still benefit from limitless data storage and compute. Or simply use RStudio or JupyterLab directly from within Databricks for a seamless experience.""
Get data ready for data science: ""Clean and catalog all your data — batch, streaming, structured or unstructured — in one place with Delta Lake and make it discoverable to your entire organization via a centralized data store. As data comes in, automatic quality checks ensure data meets expectations and is ready for analytics. As data evolves with new data and further transformations, data versioning ensures you can meet compliance needs.""
Low-code, visual tools for data exploration: ""Use visual tools natively from within Databricks notebooks to prepare, transform and analyze your data, enabling teams across expertise levels to work with data. Once done with your data transformations and visualizations, you can generate the code that’s running in the background — saving you time from writing boilerplate code so you can spend more time on high-value work.""
Discover and share new insights: ""Easily share and export results by quickly turning your analysis into a dynamic dashboard. The dashboards are always up to date and can also run interactive queries. Cells, visualizations or notebooks can be shared with role-based access control and exported in multiple formats, including HTML and IPython Notebook.""




",https://www.databricks.com/product/data-science,"data science, machine learning, artifical intelligence, responsible AI, MLOPs",32
Data Science,Databricks Apps,Quickly build and secure data and AI products,"Quickly build secure data and AI apps
Empowering data and AI teams to build and deploy applications with ease: ""Introducing Databricks Apps, the fastest and most secure way to build data and AI applications on the Databricks Data Intelligence Platform. Developers can create applications using popular frameworks, serverless deployment and built-in governance. This allows developers to focus on delivering impactful solutions to users without the complexities of infrastructure management.""
Simple to build: ""Databricks Apps helps you build apps that run directly within your Databricks environment or with tools, such as Visual Studio Code and PyCharm, ensuring seamless access to your data and AI models. With Databricks Apps, data scientists and engineers can rapidly build and iterate on apps using familiar Python frameworks such as Dash, Gradio and Streamlit. You can also choose from pre-built Python templates that allow you to quickly build flexible apps.""
Production-ready: ""Databricks Apps does not require developers to build additional infrastructure. Apps runs on automatically provisioned serverless compute, allowing deployment with ease. Databricks Apps also embraces industry-leading development practices, offering seamless integration with your preferred workflow. Whether you choose to work directly within the Databricks workspace or leverage your favorite IDE, you’ll benefit from support for Git version control and CI/CD pipelines, ensuring your internal apps are production-ready.""
Built-in governance: ""With Databricks Apps, data never leaves your organization unless you choose to share it. Each app is fortified with robust security measures, including granular access controls to ensure precise data permissions, automatically managed service principals for secure application-to-application communication, and automatic user authentication leveraging OIDC/OAuth 2.0 and SSO for seamless and secure user access. Furthermore, the integration with Unity Catalog provides comprehensive data governance and management capabilities, while the apps inherit the networking protections of your workspace, ensuring a multi-layered security approach for your sensitive data and applications.""

Use Cases:
1. Interactive Data Apps: Build dynamic, user-friendly interfaces that allow business users to explore and visualize complex datasets in real time. These apps can include interactive dashboards, data exploration tools and customized reporting interfaces, empowering nontechnical users to derive insights directly from Databricks.
2. Predictive Analytics: Develop sophisticated applications that leverage machine learning models for forecasting and decision support. These apps can range from demand forecasting tools for supply chain optimization to risk assessment models for financial services, all running seamlessly within your secure Databricks environment.
3. GenAI Apps: Create cutting-edge applications that harness the power of generative AI models. These can include natural language interfaces for data querying, content generation tools for marketing teams or even AI-powered chatbots for internal knowledge management. By integrating these applications directly with the Databricks Data Intelligence Platform, you ensure they have access to the most up-to-date and relevant data while maintaining strict governance and security controls.




",https://www.databricks.com/product/databricks-apps,"data applications, streamlit, gradio",33
Data Science,Databricks Notebooks,Unified developer experience to build data and AI projects,"Unified developer experience to build data and AI projects
Databricks Notebooks simplify building data and AI projects through a fully managed and highly automated developer experience. Notebooks work natively with the Databricks Data Intelligence Platform to help data practitioners start quickly, develop with context-aware tools and easily share results.
1. Seamless integration: ""Start your work without needing to set up and configure your workspace. Notebooks come with native features for the entire data journey in one place. You can access data, compute and visualization tools without additional setup so you can focus on analyzing your data.""
2. Data Intelligence tools: ""Spend time on insights, not on boilerplate code. Notebooks tap into information about your data including lineage, related tables and popularity to surface suggestions relevant to your work. Notebooks include Databricks Assistant, a context-aware AI assistant that lets you query data through a conversational interface to make you more productive.""
3. Collaborative workspace: ""Work together to create and share projects in one place with the whole data team. Store markdown comments and code in multiple languages in Notebooks to share important context with others. See usage logs and forks on reports to understand how the analysis is being consumed.""",https://www.databricks.com/product/collaborative-notebooks,"notebook, version control, collaboration, mlflow integration",34
Data Science,IDE Integrations,Build on the lakehouse with your favorite IDE,"Build on the Lakehouse in your favorite IDE
Databricks is building a complete development experience for developers and teams who prefer IDEs, and have existing software engineering workflows. Our official IDE integrations bring all of the core capabilities of Databricks into your IDE, including securely connecting to workspaces, clusters and data. They are uniquely designed for IDE workflows, with support for your favorite editor features, full access to Git tools, local unit testing, and debugging of code running in your cluster.
1. The full power of Databricks, in your IDE: ""Get the capabilities of the Databricks Lakehouse in your IDE. You can build your data and AI apps with the performance of Databricks. Connect to your workspaces to collaborate with your team. Run on clusters to get access to scale for large data applications. And access all your data in the lakehouse from the comfort of your IDE.""
2. Use unique IDE capabilities: ""The Databricks integrations are built to take advantage of the capabilities of IDEs such as source control, unit testing and debugging. You can do all your familiar work in your IDE like refactoring, code navigation, code assistants and more while iterating rapidly with local unit testing.""
3. PyCharm Databricks integration: ""The integration allows you to build your data and AI apps on the Databricks Intelligence Platform directly within PyCharm Professional, enhancing the data intelligence platform with the powerful Python IDE by JetBrains.
Write code quickly and easily and run it in the cloud without extra configurations. Connect to your Databricks workflows via PyCharm and monitor the process within the IDE. Run Python scripts on a remote cluster. Execute notebooks or Python scripts as Databricks workflows. Synchronize project files to the Databricks workspace.""",https://www.databricks.com/product/data-science/ide-integrations,"pycharm, visual code, IntelliJ, IDE, local development",35
Data Science,Repos,Ship code faster with repository level Git operations in Databricks,"Ship code faster with repository-level Git operations in Databricks
Standardize development across data projects: ""Git workflows and operations in Databricks help integrate data projects into larger software operations at your company. Pull changes, commit, compare and more, from the Databricks Git Folders UI or API.""
Automate Git workflows: ""The Repos REST API enables you to integrate data projects into CI/CD pipelines. You can use popular CI/CD tools to call the Repos API and update a Git Folder to the latest version of a specific Git branch.""
Use your existing Git provider: ""Native integration with your preferred Git provider. Clone remote repositories, manage branches, pull and push changes, and visually compare differences in Databricks.""
Repo-level access control: ""In addition to platform-level encryption, Git folders features allow lists to control access to critical Git repositories, and secrets detection to scan for access key leaks.""
",https://www.databricks.com/product/repos,"version control, DevOps, DevSecOps, MLOPs, LLMOPs",36
Data Science,Industry Solutions,Delver the data and AI driven outcomes that matter the most - faster,"Deliver the data and AI-driven outcomes that matter most — faster. Save hours of discovery, design, development and testing with Databricks Solution Accelerators. Our purpose-built guides — fully functional notebooks and best practices — speed up results across your most common and high-impact use cases. Go from idea to proof of concept (PoC) in as little as two weeks.

Solution Accelerators are available to any Databricks customer free of charge.

You can implement Solution Accelerators with a free Databricks trial or with your existing Databricks account.

Solution Accelerators are designed to help you save hours of discovery, design, development and testing. Our goal is to jump-start your data and AI use cases by providing the right resources (notebooks, proven patterns and best practices). You can expect to go from idea to proof of concept (PoC) in as little as two weeks.
",https://www.databricks.com/solutions/accelerators,pre built solutions,37
Marketplace,Databricks Marketplace,"Open marketplace for data, analytics and AI","Databricks Marketplace is an open marketplace for all your data, analytics and AI, powered by open source Delta Sharing standard. The Databricks Marketplace expands your opportunity to deliver innovation, and advance all your analytics and AI initiatives. 

Obtain data sets as well as AI and analytics assets — such as ML models, notebooks, applications and dashboards — without proprietary platform dependencies, complicated ETL or expensive replication. This open approach allows you to put data to work more quickly in every cloud with your tools of choice.

1. Discover more than just data: ""Unlock innovation and advance your organization’s AI, ML and analytics initiatives. Access more than just data sets, including ML models, notebooks, applications and solutions.""
2. Evaluate data products faster: ""Prebuilt notebooks and sample data help you quickly evaluate and have much greater confidence that a data product is right for your AI, ML or analytics initiatives.""
3. Avoid vendor lock-in: ""Substantially reduce the time to deliver insights and avoid lock-in with open and seamless sharing and collaboration across clouds, regions or platforms. Directly integrate with your tools of choice and right where you work.""
",https://www.databricks.com/product/marketplace,"open marketplace, exchange",38
Partner Connect,Databricks Partner Connect,"Easily discover and integrate data, analytics and AI solutions with your lakehouse","
Partner Connect makes it easy for you to discover data, analytics and AI tools directly within the Databricks platform — and quickly integrate the tools you already use today. With Partner Connect, you can simplify tool integration to just a few clicks and rapidly expand the capabilities of your lakehouse.

1. Connect your data and AI tools to the lakehouse: ""Easily connect your preferred data and AI tools to the lakehouse and power any analytics use case""
2. Discover validated data and AI solutions for new use cases: ""A one-stop portal for validated partner solutions so you can build your next data application faster""
3. Set up in a few clicks with pre-built integrations: ""Partner Connect simplifies your integrations by automatically configuring resources — including clusters, tokens and connection files — to connect with partner solutions""",https://www.databricks.com/partnerconnect,"Data exchange, dataset discovery, Delta Sharing, collaboration, partner ecosystems, secure transactions, API integration",39
Operational Database,Databricks Lakebase,Lakebase is Databricks' serverless PostgreSQL-based operational database that seamlessly integrates w/ the Data Intelligence Platform.,"Lakebase is Databricks' fully managed operational database service built on PostgreSQL, designed to bridge transactional & analytical workloads in a unified platform. Following the acquisition of Neon, Lakebase delivers serverless, scalable Postgres w/ modern cloud architecture & deep integration w/ the Databricks Data Intelligence Platform.

Key features:
1. Serverless architecture w/ disaggregated compute/storage for elastic scaling & cost efficiency
2. PostgreSQL compatibility providing familiar developer experience & ecosystem access
3. Seamless integration w/ Delta Lake via pg_mooncake extension, enabling:
4. Analytics on Postgres data
5. Time Series & Log Analytics
6. Exporting tables to your lakehouse
7. Querying/updating lakehouse tables directly in Postgres
8. Reading/writing Delta Lake tables from Postgres

Lakebase enables true HTAP (Hybrid Transactional/Analytical Processing) capabilities by combining OLTP performance w/ lakehouse analytics. This eliminates traditional data lag from ETL processes & allows analytical queries over live operational data using Photon engine performance. 

For developers, Lakebase offers:
1. Transactional SQL operations (INSERT, SELECT, UPDATE, DELETE)
2. Joins between regular Postgres & columnstore tables
3. Loading data from Parquet, CSV & JSON files
4. Integration w/ Hugging Face datasets
5. Reading existing Iceberg & Delta Lake tables

Lakebase is designed to simplify operations while providing unified governance through integration w/ Unity Catalog. This makes it the ideal solution for building intelligent, data-driven applications that require both transactional processing & advanced analytics/AI capabilities.",https://www.databricks.com/product/lakebase,"OLTP, PostgreSQL, Serverless Postgres, Operational Database, Transactional Database, Lakebase, Neon, Database as a Service, Cloud Database, Operational Analytics, HTAP, Transaction Processing, Database Federation, Postgres Extension, pg_mooncake, Iceberg Compatibility, Real-time Data Processing, Disaggregated Compute/Storage, Low Latency Database, Operational Workloads, Data Serving, Key-value Lookups, Row-level Operations, ACID Transactions, Database Governance, Unified Data Architecture, Operational Data Store, Online Tables, Materialized Views, Query Federation, Data Replication, Streaming Data, Change Data Capture",40
Artifical Intelligence,Agent Bricks,"Agent Bricks is a solution for building high-quality, auto-optimized AI agents on your enterprise data w/ minimal effort.","Agent Bricks revolutionizes how organizations build & deploy AI agents. It simplifies agent creation by requiring just a high-level description of the agent's task & connection to your enterprise data - Agent Bricks handles all the complexity automatically. The solution auto-optimizes agents on your specific data, ensuring high-quality performance tailored to your business context.

Agent Bricks excels in four key use cases: structured information extraction (pulling specific data points from unstructured content), reliable knowledge assistance (creating trustworthy information retrieval systems), custom text transformation (standardizing & processing text data), & building multi-agent systems (coordinating multiple specialized agents for complex workflows).

What sets Agent Bricks apart is its foundation in cutting-edge agentic research from the Databricks Mosaic AI team. The platform automatically builds evaluations & continuously optimizes agent quality, eliminating the need for extensive prompt engineering or agent development expertise. This makes sophisticated AI agent capabilities accessible to organizations regardless of their AI maturity level, allowing them to quickly implement practical AI solutions that deliver business value.",https://www.databricks.com/product/artificial-intelligence/agent-bricks,"AI agents, auto-optimization, enterprise data integration, structured information extraction, knowledge assistance, text transformation, multi-agent systems, agentic AI, RAG applications, conversational AI, task automation, data intelligence, natural language processing, LLM applications, agent orchestration, business process automation, intelligent assistants, data-aware agents, enterprise AI, Mosaic AI, agent evaluation, prompt engineering alternative, AI workflow automation, custom AI solutions",41
Data Engineering,Databricks Lakeflow Connect,"Lakeflow Connect is a native, point-and-click data ingestion solution for seamlessly connecting databases & enterprise applications to the Databricks Data Intelligence Platform.","Lakeflow Connect is a fully managed data ingestion solution that enables simple & efficient data movement from databases & enterprise applications into the Databricks Data Intelligence Platform. It currently supports SQL Server, Salesforce, & Workday, w/ plans to expand to MySQL, Postgres, Oracle, NetSuite, Dynamics 365, & Google Ads.
As part of the broader Lakeflow solution, Lakeflow Connect addresses common data ingestion challenges by providing a simple configuration interface that requires minimal specialized knowledge, making data democratization possible across organizations. The solution leverages incremental data processing & smart optimizations under the hood to ensure efficient data transfer.
Lakeflow Connect is fully integrated w/ the Databricks ecosystem - governed by Unity Catalog, powered by Delta Live Tables using serverless compute, & orchestrated w/ Databricks Workflows. This integration enables unified monitoring across ingestion pipelines & seamless connection to other Databricks tools like Databricks SQL, AI/BI & Mosaic AI.
Key benefits include:
Simplified setup & maintenance requiring just a few steps
Fully managed by Databricks, reducing operational overhead
Democratized data access requiring no specialized knowledge
Efficient data transfer through incremental processing
Native integration w/ Databricks governance & monitoring tools
Reduced costs by eliminating third-party CDC solutions
Faster time-to-insight by streamlining the data pipeline
Lakeflow Connect helps organizations spend less time moving data & more time deriving value from it, supporting the broader vision of unified data engineering on the Databricks platform.",https://www.databricks.com/product/data-engineering/lakeflow-connect,"Data ingestion, ETL, ELT, CDC, Change Data Capture, data pipeline, data integration, data connector, SQL Server connector, Salesforce connector, Workday connector, enterprise application integration, database integration, serverless data ingestion, incremental data processing, data synchronization, real-time data ingestion, batch data ingestion, data pipeline automation, data engineering, data movement, data replication, data migration, data democratization, low-code data integration, point-and-click data ingestion, managed data pipeline",42
